defined_class	defined_class_label	taxon	lbo_id	venom_code	fci_id
ID	LABEL	SC 'in taxon' some %	A http://purl.obolibrary.org/obo/omia#lbo_id	A http://purl.obolibrary.org/obo/omia#venom_code	A http://purl.obolibrary.org/obo/omia#fci_id
OMIA:1099	Purebred Spanish horse	NCBITaxon:9796			
OMIA:1106	V�_rmland	NCBITaxon:9940			
OMIA:1107	Helsinge	NCBITaxon:9940			
OMIA:1108	Kl̦vsj̦	NCBITaxon:9940			
OMIA:1111	Tux-Zillertaler	NCBITaxon:9913			
OMIA:1113	British Gloucester	NCBITaxon:9913			
OMIA:1115	Eringer	NCBITaxon:9913			
OMIA:1117	French Holstein	NCBITaxon:9913			
OMIA:1118	Valais Red	NCBITaxon:9940			
OMIA:112	Dorset Horn	NCBITaxon:9940			
OMIA:1120	Cinta Senese	NCBITaxon:9823			
OMIA:1121	Mexican Pelibuey	NCBITaxon:9940			
OMIA:1122	Gypsy	NCBITaxon:9796			
OMIA:1123	Istrian Pramenka	NCBITaxon:9940			
OMIA:1124	Mie-Jidori	NCBITaxon:9031			
OMIA:1126	Norwegian Dairy Goat	NCBITaxon:9925			
OMIA:1127	Synthetic	NCBITaxon:9823			
OMIA:1131	Pit Bull Terrier	NCBITaxon:9615			
OMIA:1137	Yakutian	NCBITaxon:9913			
OMIA:1138	Gurtenvieh	NCBITaxon:9913			
OMIA:114	Sardinian	NCBITaxon:9925			
OMIA:1140	Gang	NCBITaxon:8843			
OMIA:1141	Pak angora	NCBITaxon:9925			
OMIA:1142	Uckerm�_rker	NCBITaxon:9913			
OMIA:1146	Girgentana	NCBITaxon:9925			
OMIA:1149	Chamois Colored	NCBITaxon:9925			
OMIA:1152	Bezoar	NCBITaxon:9925			
OMIA:1155	Ural Rex	NCBITaxon:9685			
OMIA:1159	Lykoi	NCBITaxon:9685			
OMIA:116	White Leghorn	NCBITaxon:9031			
OMIA:1161	Swiss Large White	NCBITaxon:9823			
OMIA:1163	Zwartbles	NCBITaxon:9940			
OMIA:1164	Berber	NCBITaxon:9796			
OMIA:1166	Belgian Blue�ېHolstein cross	NCBITaxon:9913			
OMIA:1167	Yimeng	NCBITaxon:9031			
OMIA:1168	Yucatan miniature pig	NCBITaxon:9823			
OMIA:117	Black Minorca	NCBITaxon:9031			
OMIA:123	Tsigai	NCBITaxon:9940			
OMIA:129	Black Pied Danish	NCBITaxon:9913			
OMIA:130	Greenleg	NCBITaxon:9031			
OMIA:131	Swedish Red and White 	NCBITaxon:9913			
OMIA:138	Leicester	NCBITaxon:9940			
OMIA:139	Oxforddown	NCBITaxon:9940			
OMIA:141	Marsh	NCBITaxon:9940			
OMIA:142	Spotted Mountain	NCBITaxon:9913			
OMIA:143	Brown German	NCBITaxon:9913			
OMIA:144	Yellow Hill	NCBITaxon:9913			
OMIA:145	Pinzgau	NCBITaxon:9913			
OMIA:147	Wessex	NCBITaxon:9823			
OMIA:151	Banteng (Bali)	NCBITaxon:9913			
OMIA:153	Shortcoated Setter	NCBITaxon:9615			
OMIA:155	Belgian White and Blue Pied	NCBITaxon:9913			
OMIA:156	Alsation	NCBITaxon:9615			
OMIA:159	Manguni	NCBITaxon:9913			
OMIA:163	Podolian	NCBITaxon:9913			
OMIA:164	Apulian	NCBITaxon:9913			
OMIA:168	British White Park	NCBITaxon:9913			
OMIA:171	Grauvieh	NCBITaxon:9913			
OMIA:174	Alpine Grey	NCBITaxon:9913			
OMIA:180	Vendee	NCBITaxon:9940			
OMIA:188	Angoni	NCBITaxon:9913			
OMIA:194	South Hampshire	NCBITaxon:9940			
OMIA:197	Australian Illawarra Shorthorn	NCBITaxon:9913			
OMIA:200	Light Brown Leghorn	NCBITaxon:9031			
OMIA:202	Romagna	NCBITaxon:9913			
OMIA:203	Pied Hungarian	NCBITaxon:9913			
OMIA:206	Red	NCBITaxon:9913			
OMIA:207	Red and White	NCBITaxon:9913			
OMIA:208	Black Pied Swiss	NCBITaxon:9913			
OMIA:209	Franconian	NCBITaxon:9913			
OMIA:217	Saraja	NCBITaxon:9940			
OMIA:219	Kazakh Finewool	NCBITaxon:9940			
OMIA:221	Piedmont	NCBITaxon:9913			
OMIA:223	Fulani	NCBITaxon:9940			
OMIA:224	Maure	NCBITaxon:9940			
OMIA:225	Bororo	NCBITaxon:9940			
OMIA:229	Bavarian Allgau	NCBITaxon:9913			
OMIA:230	Murciana Granadina	NCBITaxon:9925			
OMIA:231	Black Pied Lowland	NCBITaxon:9913			
OMIA:232	Barotse	NCBITaxon:9913			
OMIA:233	Tonga	NCBITaxon:9913			
OMIA:234	Black Japanese	NCBITaxon:9913			
OMIA:236	Black and White Dutch	NCBITaxon:9913			
OMIA:237	Red and White Dutch	NCBITaxon:9913			
OMIA:238	German Brown	NCBITaxon:9913			
OMIA:239	Grey Collie	NCBITaxon:9615			
OMIA:241	Nilagiri	NCBITaxon:9940			
OMIA:243	Red Holstein	NCBITaxon:9913			
OMIA:245	Sebright	NCBITaxon:9031			
OMIA:246	Podolian Grey Steppe	NCBITaxon:9913			
OMIA:248	Wensleydown	NCBITaxon:9940			
OMIA:249	Avilena	NCBITaxon:9913			
OMIA:25	Tasmanian Merino	NCBITaxon:9940			
OMIA:250	Lowland Swedish	NCBITaxon:9913			
OMIA:252	Ala Tau	NCBITaxon:9913			
OMIA:254	Nile	NCBITaxon:9913			
OMIA:255	Polled Shorthorn?	NCBITaxon:9913			
OMIA:256	Pitangueiras	NCBITaxon:9913			
OMIA:258	Dalmatian Coach Hound	NCBITaxon:9615			
OMIA:261	Jamunapari	NCBITaxon:9925			
OMIA:264	Chillingham	NCBITaxon:9913			
OMIA:268	Doberman Pincher	NCBITaxon:9615			
OMIA:270	Moscow	NCBITaxon:9031			
OMIA:271	White Plymouth Rock	NCBITaxon:9031			
OMIA:273	Pashmina	NCBITaxon:9925			
OMIA:275	Galway	NCBITaxon:9940			
OMIA:283	Kumauni Hill	NCBITaxon:9913			
OMIA:285	Magra	NCBITaxon:9940			
OMIA:286	Flemisch	NCBITaxon:9940			
OMIA:287	Swedish Lowland	NCBITaxon:9913			
OMIA:288	Black and White German	NCBITaxon:9913			
OMIA:289	Red and White Westphalian	NCBITaxon:9913			
OMIA:290	Nganda	NCBITaxon:9913			
OMIA:291	Barrosa	NCBITaxon:9913			
OMIA:294	Romanovsky	NCBITaxon:9940			
OMIA:297	Broad Breasted White	NCBITaxon:9103			
OMIA:299	Bavarian Grey Iskur	NCBITaxon:9913			
OMIA:30	Maltese Terriers	NCBITaxon:9615			
OMIA:300	Fribourg	NCBITaxon:9913			
OMIA:301	Sindhi	NCBITaxon:9913			
OMIA:304	Murnau Werdenfelser	NCBITaxon:9913			
OMIA:309	Red Pied Aosta	NCBITaxon:9913			
OMIA:31	Japanese Black	NCBITaxon:9913			
OMIA:310	White Wyandotte	NCBITaxon:9031			
OMIA:314	Black Welsh	NCBITaxon:9913			
OMIA:316	Toy Griffon	NCBITaxon:9615			
OMIA:317	Black Pied German	NCBITaxon:9913			
OMIA:318	Jiaxing	NCBITaxon:9823			
OMIA:319	Laconie	NCBITaxon:9823			
OMIA:322	Grivette	NCBITaxon:9940			
OMIA:323	Solognot	NCBITaxon:9940			
OMIA:329	Saluke	NCBITaxon:9615			
OMIA:330	Japanese Brown	NCBITaxon:9913			
OMIA:331	Sokolka	NCBITaxon:9940			
OMIA:333	Red Bulgarian	NCBITaxon:9913			
OMIA:334	Minnesota	NCBITaxon:9823			
OMIA:335	Blue and White Belgian	NCBITaxon:9913			
OMIA:336	Racing Homer	NCBITaxon:8932			
OMIA:337	White Carneau	NCBITaxon:8932			
OMIA:34	German Pie	NCBITaxon:9823			
OMIA:341	Brown Leghorn	NCBITaxon:9031			
OMIA:342	Brown Italian	NCBITaxon:9913			
OMIA:343	Wallachian	NCBITaxon:9940			
OMIA:344	Cigaja	NCBITaxon:9940			
OMIA:346	West Highland	NCBITaxon:9913			
OMIA:347	Central Belgian	NCBITaxon:9913			
OMIA:348	Upper Belgian	NCBITaxon:9913			
OMIA:35	Finnish Landrace	NCBITaxon:9940			
OMIA:351	Najdi	NCBITaxon:9940			
OMIA:352	Hejazi	NCBITaxon:9940			
OMIA:353	White Fulani	NCBITaxon:9913			
OMIA:355	Black Castilian	NCBITaxon:9031			
OMIA:356	Barred Utreranian	NCBITaxon:9031			
OMIA:358	Hyfer	NCBITaxon:9940			
OMIA:360	Airedale	NCBITaxon:9615			
OMIA:364	Krankrej	NCBITaxon:9913			
OMIA:366	Red Japanese	NCBITaxon:9913			
OMIA:367	Normandy	NCBITaxon:9913			
OMIA:368	Crioula Lanada	NCBITaxon:9940			
OMIA:369	Crioula	NCBITaxon:9940			
OMIA:370	Lacha	NCBITaxon:9940			
OMIA:372	Drenthe	NCBITaxon:9940			
OMIA:375	Wuttemberg Merino	NCBITaxon:9940			
OMIA:376	Leine	NCBITaxon:9940			
OMIA:378	Doberman	NCBITaxon:9615			
OMIA:382	Dobermann	NCBITaxon:9615			
OMIA:385	Sur	NCBITaxon:9940			
OMIA:386	Red Setter	NCBITaxon:9615			
OMIA:389	Rough Collie	NCBITaxon:9615			
OMIA:39	Friesian	NCBITaxon:9913			
OMIA:390	Estonian Bacon	NCBITaxon:9823			
OMIA:391	Red Dane	NCBITaxon:9913			
OMIA:392	White Czecholslovakian	NCBITaxon:9823			
OMIA:394	Alpen	NCBITaxon:9925			
OMIA:399	White Rock	NCBITaxon:9031			
OMIA:403	Red Spotted Hungarian	NCBITaxon:9913			
OMIA:404	Red and White Norwegian	NCBITaxon:9913			
OMIA:406	Bighorn	NCBITaxon:9940			
OMIA:407	Camborough	NCBITaxon:9823			
OMIA:408	Pekinese	NCBITaxon:9615			
OMIA:41	Poll Dorset	NCBITaxon:9940			
OMIA:411	Polish Mountain	NCBITaxon:9940			
OMIA:412	Polish Zackel	NCBITaxon:9940			
OMIA:413	Kent	NCBITaxon:9940			
OMIA:414	Fryz	NCBITaxon:9940			
OMIA:415	Chiana	NCBITaxon:9913			
OMIA:42	Cairn terrier	NCBITaxon:9615			
OMIA:420	Teso	NCBITaxon:9913			
OMIA:422	Shorthorned Zebu	NCBITaxon:9913			
OMIA:423	Rhode Island	NCBITaxon:9031			
OMIA:426	Pisa	NCBITaxon:9913			
OMIA:434	Brown Russian	NCBITaxon:9913			
OMIA:438	Red Spotted	NCBITaxon:9913			
OMIA:440	Broad Breasted Bronze	NCBITaxon:9103			
OMIA:443	Fyoumi	NCBITaxon:9031			
OMIA:444	Marche	NCBITaxon:9913			
OMIA:445	Swedish Highland	NCBITaxon:9913			
OMIA:447	Swedish Mountain	NCBITaxon:9913			
OMIA:448	Red and white Swedish	NCBITaxon:9913			
OMIA:45	Golden Campine	NCBITaxon:9031			
OMIA:450	Essex	NCBITaxon:9823			
OMIA:458	White Chinese	NCBITaxon:8848			
OMIA:462	Bull Mastiff	NCBITaxon:9615			
OMIA:465	Brown Sofia	NCBITaxon:9913			
OMIA:467	Edelschwein	NCBITaxon:9823			
OMIA:469	North Caucasian	NCBITaxon:9940			
OMIA:470	German Long-wool	NCBITaxon:9940			
OMIA:471	Rubia Gallega	NCBITaxon:9913			
OMIA:473	Casco de Mula	NCBITaxon:9823			
OMIA:475	Angler	NCBITaxon:9913			
OMIA:476	Red and White German	NCBITaxon:9913			
OMIA:477	Barred Plymouth Rock	NCBITaxon:9031			
OMIA:479	East African Shorthorn Zebu	NCBITaxon:9913			
OMIA:480	Bohemian White	NCBITaxon:9823			
OMIA:481	East African Zebu	NCBITaxon:9913			
OMIA:482	Elliottdale	NCBITaxon:9940			
OMIA:484	Damascus	NCBITaxon:9925			
OMIA:485	Namaqua	NCBITaxon:9940			
OMIA:488	Red Brahman	NCBITaxon:9913			
OMIA:489	Indubrazil	NCBITaxon:9913			
OMIA:490	White Jaidara	NCBITaxon:9940			
OMIA:492	Brown Alpine	NCBITaxon:9913			
OMIA:493	Bohemian Large White	NCBITaxon:9823			
OMIA:495	Black and White Lowland	NCBITaxon:9913			
OMIA:496	Merino Fleisch Schafe	NCBITaxon:9940			
OMIA:498	Black and White Polish	NCBITaxon:9913			
OMIA:5	Canastrao	NCBITaxon:9823			
OMIA:500	Chinchilla	NCBITaxon:10152			
OMIA:501	Urshumskaya	NCBITaxon:9823			
OMIA:502	Schwerfurt	NCBITaxon:9823			
OMIA:504	Black Bengal	NCBITaxon:9925			
OMIA:505	Black and White	NCBITaxon:9913			
OMIA:506	Jack Russel Terrier	NCBITaxon:9615			
OMIA:507	Columbian Rock	NCBITaxon:9031			
OMIA:509	Gaddi	NCBITaxon:9940			
OMIA:510	Brown Swiss x Braunvieh	NCBITaxon:9913			
OMIA:511	Small African Zebu	NCBITaxon:9913			
OMIA:512	Borana	NCBITaxon:9913			
OMIA:513	Spotted Hungarian	NCBITaxon:9913			
OMIA:514	Black MInorca	NCBITaxon:9031			
OMIA:515	Mastin del Pirineo	NCBITaxon:9615			
OMIA:519	White Tzagai	NCBITaxon:9940			
OMIA:522	Wrzosowka	NCBITaxon:9940			
OMIA:523	Baoule	NCBITaxon:9913			
OMIA:524	Ganjam	NCBITaxon:9913			
OMIA:525	Hungarian Red Spotted	NCBITaxon:9913			
OMIA:526	Red Pied Lowland	NCBITaxon:9913			
OMIA:528	Red German	NCBITaxon:9913			
OMIA:530	Patanwadi	NCBITaxon:9940			
OMIA:532	Colombian	NCBITaxon:9913			
OMIA:533	Criolla	NCBITaxon:9913			
OMIA:534	Vacas de lidia	NCBITaxon:9913			
OMIA:536	Caracu	NCBITaxon:9913			
OMIA:538	Red Norwegian	NCBITaxon:9913			
OMIA:542	Light Sussex	NCBITaxon:9031			
OMIA:543	Single Comb White Leghorn	NCBITaxon:9031			
OMIA:544	White Pekin	NCBITaxon:8835			
OMIA:548	Black Leghorn	NCBITaxon:9031			
OMIA:549	Flemish Milksheep	NCBITaxon:9940			
OMIA:552	Red Belgian	NCBITaxon:9913			
OMIA:555	Gascon-Meishan	NCBITaxon:9823			
OMIA:556	Red Pied	NCBITaxon:9913			
OMIA:557	Shorthorn West African	NCBITaxon:9913			
OMIA:558	Sardinian Lowland	NCBITaxon:9940			
OMIA:562	Deutsches Edelschwein	NCBITaxon:9823			
OMIA:564	Groningen	NCBITaxon:9913			
OMIA:565	White Cornish	NCBITaxon:9031			
OMIA:567	Gyr	NCBITaxon:9913			
OMIA:570	Coloursided Tronder	NCBITaxon:9913			
OMIA:574	Brown Mountain	NCBITaxon:9913			
OMIA:579	Black and White Danish	NCBITaxon:9913			
OMIA:582	Tabapuan	NCBITaxon:9913			
OMIA:584	Polbar	NCBITaxon:9031			
OMIA:585	Polish Greenleg	NCBITaxon:9031			
OMIA:587	Desi	NCBITaxon:9823			
OMIA:588	Madras Red	NCBITaxon:9940			
OMIA:590	Creole	NCBITaxon:9925			
OMIA:591	White American	NCBITaxon:9031			
OMIA:592	Black and White Swiss	NCBITaxon:9913			
OMIA:593	Sofia Brown	NCBITaxon:9913			
OMIA:594	Montafon	NCBITaxon:9913			
OMIA:595	Brown Bavarian	NCBITaxon:9913			
OMIA:596	Tyrolean Grey	NCBITaxon:9913			
OMIA:597	Red Friesian	NCBITaxon:9913			
OMIA:6	Indonesian Thin Tail	NCBITaxon:9940			
OMIA:601	Fribourg Black Spotted	NCBITaxon:9913			
OMIA:603	White Polled Short Hair	NCBITaxon:9925			
OMIA:606	Girolanda	NCBITaxon:9913			
OMIA:608	German Simmental	NCBITaxon:9913			
OMIA:609	Red Bohemian	NCBITaxon:9913			
OMIA:610	Pied Bohemian	NCBITaxon:9913			
OMIA:611	Pied Slovak	NCBITaxon:9913			
OMIA:612	protein	NCBITaxon:9986			
OMIA:614	Hungarian White	NCBITaxon:9823			
OMIA:615	Block Spotted	NCBITaxon:9913			
OMIA:616	Spael	NCBITaxon:9940			
OMIA:62	Blue Andalusian	NCBITaxon:9031			
OMIA:620	Tzigaia	NCBITaxon:9940			
OMIA:621	Sirohi	NCBITaxon:9925			
OMIA:622	Miniature Toy Poodle	NCBITaxon:9615			
OMIA:623	Choka	NCBITaxon:9940			
OMIA:624	Nali	NCBITaxon:9940			
OMIA:625	Karakachan	NCBITaxon:9940			
OMIA:626	Wurttemberg Merino	NCBITaxon:9940			
OMIA:629	East Friesian	NCBITaxon:9940			
OMIA:63	Silver Spangled Hamburgh	NCBITaxon:9031			
OMIA:630	German Heath	NCBITaxon:9940			
OMIA:631	Rhon	NCBITaxon:9940			
OMIA:632	Bentheim	NCBITaxon:9940			
OMIA:635	Bull mastiff	NCBITaxon:9615			
OMIA:637	Black and White Belgian	NCBITaxon:9913			
OMIA:638	Dagestan White	NCBITaxon:9925			
OMIA:639	Comiaana	NCBITaxon:9940			
OMIA:64	Silver Sebright	NCBITaxon:9031			
OMIA:642	Beltsville	NCBITaxon:9823			
OMIA:643	Tharparkar	NCBITaxon:9913			
OMIA:646	Kelpie	NCBITaxon:9615			
OMIA:649	Red Spotted Simmental	NCBITaxon:9913			
OMIA:651	Pied	NCBITaxon:9913			
OMIA:652	Swedish Finewool Landrace	NCBITaxon:9940			
OMIA:653	Gascony	NCBITaxon:9823			
OMIA:654	Black Pied Basque	NCBITaxon:9823			
OMIA:656	Tate de Mouton	NCBITaxon:9913			
OMIA:658	Red Pied Swedish	NCBITaxon:9913			
OMIA:659	Shorthorn Friesian	NCBITaxon:9913			
OMIA:66	Zebu	NCBITaxon:9913			
OMIA:660	Est a Laine Merino	NCBITaxon:9940			
OMIA:661	Prealpes	NCBITaxon:9940			
OMIA:662	Communes des Alpes	NCBITaxon:9940			
OMIA:663	Ausimi	NCBITaxon:9940			
OMIA:664	Osimi	NCBITaxon:9940			
OMIA:665	Rahmani	NCBITaxon:9940			
OMIA:671	Wakwa	NCBITaxon:9913			
OMIA:672	West Highland Terrier	NCBITaxon:9615			
OMIA:673	Webster Terrier	NCBITaxon:9615			
OMIA:674	African Dwarf	NCBITaxon:9925			
OMIA:675	German Improved	NCBITaxon:9925			
OMIA:676	Kenana	NCBITaxon:9913			
OMIA:677	Butana	NCBITaxon:9913			
OMIA:678	Western (Sudanese)	NCBITaxon:9913			
OMIA:682	Black and White Polish Lowland	NCBITaxon:9913			
OMIA:684	Gold Coast Shorthorn	NCBITaxon:9913			
OMIA:685	Poznan	NCBITaxon:9796			
OMIA:690	White and Blue Belgian	NCBITaxon:9913			
OMIA:691	Red Abyssinian	NCBITaxon:9685			
OMIA:692	Red Point Siamese	NCBITaxon:9685			
OMIA:695	Sykia Chalkidiki	NCBITaxon:9913			
OMIA:696	Aosta	NCBITaxon:9913			
OMIA:698	Shuwa Arab	NCBITaxon:9913			
OMIA:699	Muturu West African	NCBITaxon:9913			
OMIA:70	Rocky Mountain	NCBITaxon:37174			
OMIA:700	Dwarf Shorthorn	NCBITaxon:9913			
OMIA:701	Erminette	NCBITaxon:9031			
OMIA:702	Red Pied Flemish	NCBITaxon:9913			
OMIA:704	Keezhakkaraisal	NCBITaxon:9940			
OMIA:705	Black Spotted Swiss	NCBITaxon:9913			
OMIA:707	Bunaji	NCBITaxon:9913			
OMIA:708	Toyen	NCBITaxon:9823			
OMIA:709	Middle Black Masked	NCBITaxon:9823			
OMIA:71	Red Polish	NCBITaxon:9913			
OMIA:710	Small Red	NCBITaxon:9823			
OMIA:711	Small Black	NCBITaxon:9823			
OMIA:712	Kalmyk	NCBITaxon:9913			
OMIA:714	Shuwa	NCBITaxon:9913			
OMIA:715	Kedah Kelantan	NCBITaxon:9913			
OMIA:718	Pomurslo	NCBITaxon:9940			
OMIA:719	Pramenka	NCBITaxon:9940			
OMIA:72	Red Danish	NCBITaxon:9913			
OMIA:720	Solcava	NCBITaxon:9940			
OMIA:721	Carthusian	NCBITaxon:9685			
OMIA:723	White Holland	NCBITaxon:9103			
OMIA:724	Hampshire Down	NCBITaxon:9940			
OMIA:728	Schwarzkoepfiges Fleischschaf	NCBITaxon:9940			
OMIA:73	Holstein Friesian	NCBITaxon:9913			
OMIA:732	Brindled Czech	NCBITaxon:9823			
OMIA:733	Large White Czech	NCBITaxon:9823			
OMIA:735	Tukidale	NCBITaxon:9940			
OMIA:736	Wurttemberg Brown	NCBITaxon:9913			
OMIA:737	Bukedi	NCBITaxon:9913			
OMIA:738	Shorthorn Zebu	NCBITaxon:9913			
OMIA:739	Yellow hill	NCBITaxon:9913			
OMIA:741	Welsh Wolfhound	NCBITaxon:9615			
OMIA:742	Toy Terrier	NCBITaxon:9615			
OMIA:750	Ovis aries	NCBITaxon:9939			
OMIA:751	cow	NCBITaxon:9913			
OMIA:752	cattle	NCBITaxon:9913			
OMIA:753	Piemontese	NCBITaxon:9913			
OMIA:755	Holstein-Friesian	NCBITaxon:9913			
OMIA:756	Indian Holstein	NCBITaxon:9913			
OMIA:757	Polish Holstein-Friesian cattle	NCBITaxon:9913			
OMIA:763	Navasota (mixed breed)	NCBITaxon:9615			
OMIA:768	French bull terrier	NCBITaxon:9615			
OMIA:789	Dahe	NCBITaxon:9823			
OMIA:792	Old Danish Pointing Dog	NCBITaxon:9615			
OMIA:796	Trait Breton	NCBITaxon:9796			
OMIA:797	Trait Comtois	NCBITaxon:9796			
OMIA:81	Sardi	NCBITaxon:9940			
OMIA:82	Beni Guil	NCBITaxon:9940			
OMIA:825	Embrapa	NCBITaxon:9940			
OMIA:827	Muscovy	NCBITaxon:8839			
OMIA:83	D'man	NCBITaxon:9940			
OMIA:830	Australian stumpy tail cattle dog	NCBITaxon:9615			
OMIA:837	Silky/Silkie	NCBITaxon:9031			
OMIA:840	Finnish Yorkshire	NCBITaxon:9823			
OMIA:847	American saddleback	NCBITaxon:9796			
OMIA:849	German Blackface	NCBITaxon:9940			
OMIA:850	German Fleckvieh	NCBITaxon:9913			
OMIA:854	Kentucky Mountain Saddle	NCBITaxon:9796			
OMIA:855	Franches-Montagnes	NCBITaxon:9796			
OMIA:857	Rotes H̦henvieh	NCBITaxon:9913			
OMIA:860	Dongxiang	NCBITaxon:9031			
OMIA:861	Rongchang	NCBITaxon:9823			
OMIA:862	Ayam Cemani	NCBITaxon:9031			
OMIA:863	Black H'Mong	NCBITaxon:9031			
OMIA:864	Svarth̦na (ohusl�_n-Dals Svarth̦na)	NCBITaxon:9031			
OMIA:866	Japanese domestic	NCBITaxon:9685			
OMIA:869	Irish Cambridge	NCBITaxon:9940			
OMIA:874	Wessex Saddleback	NCBITaxon:9823			
OMIA:875	Bavarian Landschwein	NCBITaxon:9823			
OMIA:876	crested Polish	NCBITaxon:9031			
OMIA:877	Swiss Alpine	NCBITaxon:9940			
OMIA:878	Cameroon	NCBITaxon:9940			
OMIA:88	Black Pied	NCBITaxon:9913			
OMIA:881	Alaskan sled dog	NCBITaxon:9615			
OMIA:882	Olkuska	NCBITaxon:9940			
OMIA:889	Churra	NCBITaxon:9940			
OMIA:890	Swedish Landrace	NCBITaxon:9940			
OMIA:891	Borderdale	NCBITaxon:9940			
OMIA:895	Mapuche	NCBITaxon:9031			
OMIA:896	Lushi	NCBITaxon:9031			
OMIA:897	Cream Legbar	NCBITaxon:9031			
OMIA:9	Sebright Bantam	NCBITaxon:9031			
OMIA:90	Blue Point Siamese	NCBITaxon:9685			
OMIA:901	Datong	NCBITaxon:30521			
OMIA:905	Northern Finncattle	NCBITaxon:9913			
OMIA:909	Kankrej	NCBITaxon:9915			
OMIA:911	Nordic Red	NCBITaxon:9913			
OMIA:912	Cabugi	NCBITaxon:9940			
OMIA:913	Zamorano-Leon̩s	NCBITaxon:9793			
OMIA:914	Minohiki	NCBITaxon:9031			
OMIA:915	Nordic Holstein	NCBITaxon:9913			
OMIA:919	Carora	NCBITaxon:9913			
OMIA:922	Silky fantail	NCBITaxon:8932			
OMIA:923	Finnish Ayrshire	NCBITaxon:9913			
OMIA:928	Shaziling	NCBITaxon:9823			
OMIA:935	Liangshan	NCBITaxon:9823			
OMIA:94	White	NCBITaxon:9823			
OMIA:940	Swedish Red	NCBITaxon:9913			
OMIA:941	Miniature Highland	NCBITaxon:9913			
OMIA:942	Italian draft horse	NCBITaxon:9796			
OMIA:946	Poitou	NCBITaxon:9793			
OMIA:947	American Paint Horse	NCBITaxon:9796			
OMIA:958	Tunisian Barbarine	NCBITaxon:9940			
OMIA:961	Heideterrier	NCBITaxon:9615			
OMIA:962	Red Holstein Friesian	NCBITaxon:9913			
OMIA:966	Sphinx	NCBITaxon:9685			
OMIA:968	Menorca	NCBITaxon:9796			
OMIA:969	Anyi tile-like gray	NCBITaxon:9031			
OMIA:971	Beijing fatty	NCBITaxon:9031			
OMIA:972	Muchuan	NCBITaxon:9031			
OMIA:974	Numerous breeds	NCBITaxon:9913			
OMIA:975	Mongolian	NCBITaxon:30521			
OMIA:976	Curly	NCBITaxon:9796			
OMIA:977	White Dorper	NCBITaxon:9940			
OMIA:978	Australian Working Kelpie	NCBITaxon:9615			
OMIA:979	Italian Trotter	NCBITaxon:9796			
OMIA:98	N'Dama	NCBITaxon:9913			
OMIA:985	Gasconne	NCBITaxon:9913			
OMIA:986	Parthenaise	NCBITaxon:9913			
OMIA:989	Quv (quiver) strain	NCBITaxon:9091			
OMIA:991	Norwegian White	NCBITaxon:9940			
OMIA:992	UC Davis lines	NCBITaxon:9031			
OMIA:993	"Storrs, Connecticut (low line)"	NCBITaxon:9031			
OMIA:994	Israeli experimental line	NCBITaxon:9031			
OMIA:995	New Hampshire	NCBITaxon:10042			
OMIA:996	Alaska	NCBITaxon:10042			
OMIA:997	Swamp	NCBITaxon:89462			
OMIA:999	American hairless	NCBITaxon:9615			
OMIA:177	Afrikaner	NCBITaxon:9913	LBO:0000005		
OMIA:27	Afikander	NCBITaxon:9913	LBO:0000005		
OMIA:79	Afrikander	NCBITaxon:9913	LBO:0000005		
OMIA:527	Angeln	NCBITaxon:9913	LBO:0000016		
OMIA:44	Angus	NCBITaxon:9913	LBO:0000017		
OMIA:421	Ankole	NCBITaxon:9913	LBO:0000018		
OMIA:648	Criollo	NCBITaxon:9913	LBO:0000020		
OMIA:472	Asturiana	NCBITaxon:9913	LBO:0000022		
OMIA:361	Australian Friesian Sahiwal	NCBITaxon:9913	LBO:0000026		
OMIA:400	Australian Milking Zebu	NCBITaxon:9913	LBO:0000028		
OMIA:105	Ayrshire	NCBITaxon:9913	LBO:0000029		
OMIA:474	Baladi	NCBITaxon:9913	LBO:0000032		
OMIA:49	Belgian Blue	NCBITaxon:9913	LBO:0000042		
OMIA:103	Belmont Red	NCBITaxon:9913	LBO:0000045		
OMIA:853	Belted Galloway	NCBITaxon:9913	LBO:0000046		
OMIA:1114	Spanish Berrenda en negro	NCBITaxon:9913	LBO:0000048		
OMIA:571	Blacksided Trondheims	NCBITaxon:9913	LBO:0000050		
OMIA:97	Blonde d'Aquitaine	NCBITaxon:9913	LBO:0000053		
OMIA:119	Bonsmara	NCBITaxon:9913	LBO:0000054		
OMIA:99	Boran	NCBITaxon:9913	LBO:0000055		
OMIA:169	Braford	NCBITaxon:9913	LBO:0000057		
OMIA:24	Brahman	NCBITaxon:9913	LBO:0000058		
OMIA:449	Brangus	NCBITaxon:9913	LBO:0000060		
OMIA:59	Braunvieh	NCBITaxon:9913	LBO:0000061		
OMIA:128	White British	NCBITaxon:9913	LBO:0000062		
OMIA:106	Brown Swiss	NCBITaxon:9913	LBO:0000063		
OMIA:717	Busa	NCBITaxon:9913	LBO:0000064		
OMIA:508	Canchim	NCBITaxon:9913	LBO:0000068		
OMIA:19	Charolais	NCBITaxon:9913	LBO:0000073		
OMIA:211	Chianina	NCBITaxon:9913	LBO:0000074		
OMIA:365	Dangi	NCBITaxon:9913	LBO:0000083		
OMIA:185	Devon	NCBITaxon:9913	LBO:0000087		
OMIA:36	Dexter	NCBITaxon:9913	LBO:0000088		
OMIA:644	Droughtmaster	NCBITaxon:9913	LBO:0000091		
